periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-03-01;2026-03-19;10832882;Consulta;No aplica / condiciones;Cliente reclama reintegro de Gs. 150.000 en Petropar (11/03). Se explicó que el beneficio no aplicó por utilizarse un POS de Infonet, siendo actualmente requisito exclusivo el uso de la red Upay. Se aclaró que los reintegros anteriores por Infonet fueron excepciones por un periodo de transición ya finalizado. Se asesoró sobre la verificación de bases en la App y se le indicó reportar comercios que se nieguen a usar el POS Upay en el futuro.
2026-03-01;2026-03-19;10833510;Consulta;No aplica / condiciones;Se le indica que el el pago realizado el 11/03 fue con el pos de la red infonet, actualmente la promoción con Petropar solo aplica con el pos de la red upay en estaciones adheridas por ese motivo no ve el ingreso del reintegro, se facilita también promoción, agradece
2026-03-01;2026-03-19;10833642;Consulta;No aplica / condiciones;Consulta de reintegro en petropar Paraguarí lo cual se verifica que no corresponde porque pago con pos infonet y no upay como dice en las byc
2026-03-01;2026-03-19;10833780;Consulta;No aplica / condiciones;Cliente consulta sobre la compra que realizó en Arete, indicando que no ha recibido su reintegro. Se le informa que el comercio no se encuentra adherido a las bases y condiciones, por lo que se le recomienda realizar su próxima compra en un comercio que sí esté adherido. Se realiza contacto saliente sin éxito y se deja un mensaje de voz.
2026-03-01;2026-03-19;10834255;Consulta;No aplica / condiciones;"El cliente se comunica indicando que no recibió el reintegro por compras realizadas en PETROPAR.

Al verificar el caso, se identifica que el pago fue realizado con el POS azul de la red Infonet, cuando debía efectuarse con el POS verde de la red uPay para que aplique el beneficio.

Se realizó insistencia por chat, sin obtener respuesta. Posteriormente, se efectuó llamada saliente, sin éxito.

Se adjuntan los respaldos: VC-02416237 y VC-02416198."
2026-03-01;2026-03-19;10834664;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le informa que no aplica por haber pagado con otra red que no es upay.
2026-03-01;2026-03-19;10834803;Consulta;No aplica / condiciones;"La cliente se comunica indicando que no recibió los reintegros por sus compras en PETROPAR. Menciona que tiene tres compras pendientes de reintegro y facilita los comprobantes a través del chat.

Al verificar en CW, se constata que las compras fueron realizadas con el POS de la red Infonet, cuando debieron efectuarse con el POS de la red uPay.

Se le informó esta situación por chat. La cliente manifestó molestia, indicando que siempre pagaba con el POS azul y que no es posible que se haya cambiado, además mencionó que los comercios donde realiza la carga de combustible no cuentan con el POS verde.

Se le adjuntó el enlace de los Términos y Condiciones (BYC) en el chat, para que pueda visualizar los comercios adheridos y el POS correspondiente a utilizar en su próxima compra.

Se realizó insistencia por chat sin obtener respuesta. Se adjuntan los respaldos: VC-02416498 y VC-02416496."
2026-03-01;2026-03-19;10834896;Consulta;No aplica / condiciones;"Cliente contacta por reintegro,
Se le detalla que no aplica por que pagó con el pos no adherido a la promoción
Cliente entiende y agradece
Cierro caso."
2026-03-01;2026-03-19;10835086;Consulta;Reclamo / revision;"Cliente, se comunica reclamando que esta queriendo realizar una carga de combustible en PUMA y les dicen que no tienen el pos de upay.
Se le pide las direcciones para escalar el reclamo y validar sobre si el comercio se encuentra en el anexo.
Puma LIMPIO Ruta 3 km 23 - Limpio"
2026-03-01;2026-03-19;10835154;Consulta;No aplica / condiciones;Cliente se acerca al CE a modo de realizar verificacion de reintegro, se verifica que el pago reclamado en Petropar fue realizado a traves de la red de infontet, se indica, que las BYC fueron modificadas por lo que no corresponde el reintegro
2026-03-01;2026-03-19;10835158;Consulta;No aplica / condiciones;Cliente consulta por un reintegro, se verifica que no aplica según ByC
2026-03-01;2026-03-19;10835237;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le indica que no corresponde, ya que no cumple con las bases y condiciones.
2026-03-01;2026-03-19;10835421;Consulta;No aplica / condiciones;Cliente se contacta para conocer las promociones de reintegro, se le brindan todos los detalles y alternativas en caso de llegar al tope de sus reintegros. Se despide agradecido
2026-03-01;2026-03-19;10835475;Consulta;No aplica / condiciones;Cliente consulta 3 compras en Petropar, se verifican que se abonó con el POS de Infonet, por lo que no aplicaría al beneficio y se le menciona al cliente el motivo y como acceder al beneficio a futuro, se realiza saliente y se confirma la información.
2026-03-01;2026-03-19;10835515;Consulta;No aplica / condiciones;El cliente se acerca a consultar porque no le estan realizando los reintegros de sus compras en Petropar, verificamos con su numero de comprobante que el comercio no se encuentra adherido en la promocion, el cliente comprende y se retira.
2026-03-01;2026-03-19;10835572;Consulta;No aplica / condiciones;Cliente consulta por un reintegro, se verifica que no aplica según ByC
2026-03-01;2026-03-19;10835585;Consulta;Solo nro. caso;10790286
2026-03-01;2026-03-19;10835656;Consulta;No aplica / condiciones;Cliente consulta por reintegros por compras realizados en Petropar, se verificó que la compra se procesó con el pos de la red Infonet y según bases y condiciones debería de ser con el post de un Upay.-
2026-03-01;2026-03-19;10835759;Consulta;No aplica / condiciones;cliente se acerca al CE para consultar sobre reintegros no aplicados, se verifica en byc que el mismo habria hedcho el pago con el pos de infonet por lo que no estaria xunpliendo con las byc, el mismo agradece la atebcion y se retira conforme del CE
2026-03-01;2026-03-19;10835996;Consulta;No aplica / condiciones;Cliente consulta por reintegros por compras realizados en PetroPar se verificó que la compra se procesó con el pos de la red Infonet y según bases y condiciones debería de ser con el pos de la red upay
2026-03-01;2026-03-19;10836693;Consulta;No aplica / condiciones;Cliente consulta por un reintegro, se verifica que no aplica según ByC
2026-03-01;2026-03-19;10836776;Consulta;No aplica / condiciones;"Cliente consulta por el reintegro de compras realizadas en la estación de servicio de Puma. Se verifica que las compras en el mes de marzo lo realizó por medio del pos de la red infonet. 
Se le indica al cliente que la estación de servicio estaría adherido solo con el pos de la red upay, se le facilita byc de la promoción."
2026-03-01;2026-03-19;10836786;Consulta;No aplica / condiciones;"Consulta por reintegro 
Se verifica compra realizada con pos de la red infonet, se indica que solo aplica con pos de la red infonet"
2026-03-01;2026-03-19;10837027;Consulta;No aplica / condiciones;se verifica que no aplica a compras menores de 300.000 Gs
2026-03-01;2026-03-19;10837176;Consulta;No aplica / condiciones;Cliente consulta por estado de reintegro, se le informa que no aplica.
2026-03-01;2026-03-19;10837461;Consulta;No aplica / condiciones;Cliente consulta por el reintegro de una compra realizada en petropar. Se verifica que la compra lo realizó por medio del pos de la red infonet, por el cual se le indican actualizaciones en las byc.
2026-03-01;2026-03-19;10837634;Consulta;Seguimiento interno;Cliente consulta por reintegros por pagos con TC, menciono pago con pos incorrecto, adjunto byc e informo sobre promociones.
2026-03-01;2026-03-19;10837881;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le informa que no aplica por haber pagado con la red infonet.
2026-03-01;2026-03-19;10838194;Consulta;No aplica / condiciones;se brinda información sobre byc, se indica que aun no utilizo su tope semanal ya que los pagos fueron procesados con un pos diferente.
2026-03-01;2026-03-19;10838207;Consulta;Reclamo / revision;"Cliente se comunica con respecto a su reclamo.

Se le informa en el chat.

Seguimiento del caso 10790286"
2026-03-01;2026-03-19;10838573;Consulta;No aplica / condiciones;No aplica según bases y condiciones.
2026-03-01;2026-03-19;10838614;Consulta;No aplica / condiciones;"Cliente reclama reintegros de Petropar (procesados vía Bancard, no aplican). Solicita baja de TC por costos; se realiza labor de retención informando gratuidad por falta de uso. Se indica saldo pendiente de Gs. 496.028 para cancelación. Caso cerrado por inactividad."
2026-03-01;2026-03-20;10839036;Consulta;Reclamo / revision;"El cliente reclama que no se le aplicó  el reintegro del 40% en la carga  de combustible.

Detalle:

09/03: PETROPAR VILLA MADRID LIMPIO PRY - 185.011Gs. (Reintegro esperado: 40%)

El cliente solicitó realizar los pagos a través del POS uPay para acceder al beneficio de reintegro; sin embargo, el personal del establecimiento (playero) indicó  que el POS no se encontraba operativo o presentaba fallas técnicas."
2026-03-01;2026-03-20;10839300;Consulta;No aplica / condiciones;Cliente consulta por falta de reintegro en pago de servicios vía Weppa (App), le informo que dicha transacción no aplica para reintegro directo según las Bases y Condiciones vigentes, se remite enlace de beneficios actualizados y se brinda asesoría sobre el uso de la tarjeta y NFC para promociones. Se intenta contacto telefónico sin éxito. Caso cerrado por falta de interacción.
2026-03-01;2026-03-20;10839354;Consulta;Reclamo / revision;"Cliente reclama sobre reintegro en comercio UPA, dirección Perú y Herrera; no se verifica el comercio en las bases y condiciones, se le brinda información."
2026-03-01;2026-03-20;10839525;Consulta;No aplica / condiciones;"Consulta motivo por el cual le llegó un reintegro menor; se le menciona la modificación de tope semanal de combustibles, se le facilita las byc e indico donde puede verificar, menciona que todo esta aclarado, cierro el caso."
2026-03-01;2026-03-20;10839561;Consulta;Reclamo / revision;reclamo de reintegro, se verifico no aplico teniendo en cuenta que el pago fue hecho con la red de infonet y el reintegro para aplicar debio ser con la red de Upay, cliente agradece información.
2026-03-01;2026-03-20;10839638;Consulta;No aplica / condiciones;consulta reintegro, compra n° 4886957868. No accede a reintegro por Pos no aplicado en byc. Realizo saliente para aclarar y reiterar info, agradece.
2026-03-01;2026-03-20;10839678;Consulta;No aplica / condiciones;se verifica que el reintegro no corresponde,.
2026-03-01;2026-03-20;10840010;Consulta;No aplica / condiciones;Cliente en referencia reclama reintegro de petropar, la compra lo realizo en el pos de la red infonet y la bolsa aplica para las compras hechas en los pos de la red upay. Saliente VC-02417898
2026-03-01;2026-03-20;10840446;Consulta;No aplica / condiciones;No aplica segun byc, explicamos comercios adheridos, facilitamos bases y condiciones de la promo
2026-03-01;2026-03-20;10841135;Consulta;Reclamo / revision;"El cliente en referencia reclama que no se acreditó un reintegro. Tras la verificación, se constata que la promoción ueno pago (uPay) solo aplica a pagos realizados a través de dicha red; sin embargo, el cliente abonó vía Infonet. Se le informa sobre este requisito, el cliente comprende la situación y agradece la atención."
2026-03-01;2026-03-20;10841635;Consulta;Reclamo / revision;"El cliente en referencia reclama la falta de un reintegro. Tras la verificación, se constata que la promoción de Petropar aplica exclusivamente a pagos realizados a través de la red uPay, mientras que el cliente abonó mediante Dinelco.

Al informarle, el cliente manifiesta su deseo de cancelar la tarjeta de crédito. Se le brindan recomendaciones para mantener el producto y se le explican las bases y condiciones. Ante la falta de respuesta en el canal escrito, se realiza una llamada saliente (VC-02418364, VC-02418357) donde se le aclara la situación; el cliente comprende los motivos, desiste de la cancelación y agradece la atención."
2026-03-01;2026-03-20;10842403;Consulta;No aplica / condiciones;"Cliente menciona haber comprado en UPA de Leopardi pero no recibió su reintegro.
Se verifica que el reintegro no corresponde debido a que el comercio no se encuentra adherido según las ByC."
2026-03-01;2026-03-20;10842511;Consulta;Reclamo / revision;cliente reclama reintegro, menciona en estación no cuentan con pos de UPAY, se  verifica la misma ya no esta dentro de las bases y condiciones, asi tambien se consulta por otra estación que menciona en donde no cuentan con el POS de UPAY se corrobora la misma esta dentro de la estación RUTA N°2 KM 132 CORONEL OVIEDO pero no se observa algun intento de compra entre sus movimientos.
2026-03-01;2026-03-20;10842643;Consulta;Reclamo / revision;Cliente consulta por el metodo de pago para recibir un reintegro de supermercado, se verifica que abonó por Dinelco, el cliente menciona que reclamará al comercio.
2026-03-01;2026-03-20;10842886;Consulta;No aplica / condiciones;"Cliente consultó porque realizó cargas de combustible en ENEX los días 13 y 18 de marzo por Gs. 400.000 cada una, y mencionó que solo recibió un reintegro del 15%, indicando además que se encuentra en nivel 5.
Se le verificó el caso y se le explicó de forma clara que los reintegros de la promoción de combustibles se aplican semanalmente, y que para su nivel 5 el tope de reintegro es de Gs. 60.000 por semana.

También se le aclaró que los dos reintegros de Gs. 60.000 que visualiza corresponden a semanas promocionales distintas:

del lunes 09/03/2026 al domingo 15/03/2026
del lunes 16/03/2026 al domingo 22/03/2026

Se le informó que el beneficio se renueva al comenzar una nueva semana promocional, por lo que, una vez alcanzado el tope semanal, debe esperar a la siguiente renovación para volver a acceder al reintegro.
Finalmente, se le compartió dónde puede consultar las bases y condiciones de la promoción, tanto desde la app en la sección Ueno+ como en la web de ueno, y se cerró la atención agradeciendo el contacto e informando sobre la encuesta de satisfacción que recibiría por correo."
2026-03-01;2026-03-20;10843456;Consulta;No aplica / condiciones;Cliente reclama reintegro de Petropar, se verifica que realizo la compra enpos de la red Infonet. se indica que debe de realizar la compra desde el pos de la red upay. Saliente VC-02418787.
2026-03-01;2026-03-20;10843462;Consulta;No aplica / condiciones;Cliente se contacta consultando por un reintegro no aplicado en petropar de un monto de 50.000Gs, verificamos que fue con el pos infonet, según las byc no aplica para el reintegro.
2026-03-01;2026-03-20;10843744;Consulta;No aplica / condiciones;"Cliente contactó porque tenía un inconveniente con tres reintegros. Nos proporcionó los detalles de dos pagos realizados el 09/03 en Petropar (Ruta Trans Chaco km 15, Mariano Roque Alonso) por montos de 95.000 y 30.000 Gs.
Luego de verificar, le informamos que los reintegros no se pudieron procesar porque los pagos se realizaron a través de la red Infonet, y la promoción vigente aplica solo para pagos con tarjeta de crédito vía la red upay. Le ofrecimos alternativas para aprovechar la promoción en sus próximos pagos y compartimos dónde puede consultar las bases y condiciones: desde la App (sección beneficios Ueno+) o en la web de Ueno.
Finalmente, le agradecimos por su tiempo, le recordamos que recibirá una encuesta de satisfacción y nos despedimos cordialmente."
2026-03-01;2026-03-20;10843936;Consulta;Reclamo / revision;reclamo reintegro no se proceso, se verifica medio de pago incorrecto, se indica y se facilita bases y condiciones para conocimiento.
2026-03-01;2026-03-20;10844052;Consulta;No aplica / condiciones;consulta sobre reintegro petropar se indica que no corresponde ya que no fue realizado con el pos de upay, y se indica autogestion desde la app para verificar byc, cliente agradece
2026-03-01;2026-03-20;10844263;Consulta;Reclamo / revision;"4861294806
Cliente consulta por reintegro pendiente con Petropar, tras la revision, la compra se proceso a traves de pos Infonet y en estacion no adherida a ByC"
2026-03-01;2026-03-20;10844381;Consulta;No aplica / condiciones;se le indica que el reintegro no corresponde
2026-03-01;2026-03-20;10844581;Consulta;No aplica / condiciones;Consulta por reintegro y se le indica que no aplica por el pos utilizado para la promocion.VC-02419295 VC-02419290
2026-03-01;2026-03-20;10844673;Consulta;No aplica / condiciones;"Cliente consulta por el reintegro de una compra realizada en Petropar por G. 50.000 el 10/03. Se le informa que, según las bases y condiciones actualizadas en marzo, solo aplican compras realizadas con la red POS Upay; la operación indicada fue realizada con Infonet, por lo que no corresponde reintegro. Se le explica que puede verificar las bases y condiciones en la app y en la web. El cliente comprende y se le recomienda utilizar el POS Ueno (verdecito) para futuras compras. Se cierra el chat recordando la encuesta de satisfacción y la disponibilidad para futuras consultas."
2026-03-01;2026-03-20;10844970;Consulta;No aplica / condiciones;"Cliente se acerca al CE para realizar consulta sobre reintegro en carga de combustible en Petro Par - Pilar, nos comenta que la cliente cargo con la tarjeta y no tuvo reintegro . menciona que le cobrsn con la red de dinelco asi le mencionamos que la red no corresponde a reintegros con nosotros , mencionando como debe ser la conpra
Se retirabagradecida"
2026-03-01;2026-03-20;10845085;Consulta;No aplica / condiciones;Cliente, se comunica consultando por el mismo caso, se le indica que las compras no aplican para el reintegro, porque no se cumplen con las BYC ya que abono con el pos de bancard.
2026-03-01;2026-03-20;10845263;Consulta;No aplica / condiciones;Cliente consulta por reintegro en petropar. Vemos que no aplica porque realizo la compra mediante otro pos. Nos consulta acerca de otros reintegros que recibio con el pos de bancard que si recibio, le explicamos y comprende.
2026-03-01;2026-03-20;10845308;Consulta;Reclamo / revision;Cliente no visualiza el credito de su reintegro de la compra de 22/02/2026, se verifica el reclamo y se orienta al cliente a verificar el reintegro, se le explica el porque no puede visualizar en la lista de reintegros acreditados.
2026-03-01;2026-03-20;10845481;Consulta;No aplica / condiciones;reclamo de varios reintegro se verifican y se informan que no corresponden por motivos que se utilizo el pos incorrecto al momento de abonar, se guia manera de poder corroborar asi tambien facilitando las bases y condiciones.
2026-03-01;2026-03-20;10845518;Consulta;No aplica / condiciones;Cliente en referencia reclama reintegro, se verifica que la compra en un pos de la red infonet, y solo aplica a la red upay, cliente menciona y asegura realizar en el pos de ueno, que vio con sus propios ojos, se indica solicitar el vaucher con el comercio para comprobar dado que desde el sistema se visualiza con el pos de infonet. Saliente VC-02419522/VC-02419531
2026-03-01;2026-03-20;10845885;Consulta;No aplica / condiciones;Cliente reclama reintegro no acreditado, se verifica que no aplica dado al tipo de pos utilizado.
2026-03-01;2026-03-20;10846414;Consulta;No aplica / condiciones;Cliente reclama reintegro no acreditado, se verifica que no aplica dado al tipo de pos utilizado los mismos no se encuentran estipulados en las BYC.
2026-03-01;2026-03-20;10847110;Consulta;Seguimiento interno;"Cliente consulta por reintegros de Biggie de la fecha 27/02 y 03/03, le indico que como seria dias entre semana no estarian aplicando, adjunto BYC, la cliente me indica que en el Biggie Altos le mencionaron que si habria reintegros, le menciono que nuestros reintegros aplicarian si se realiza segun las bases y condiciones y le sugiero verificar las BYC desde la app o web.
Realizo llamadas salientes, VC-02420048, cliente responde, indica que entiende."
2026-03-01;2026-03-20;10847226;Consulta;No aplica / condiciones;consulta sobre reintegro, se indica que no corresponde ya que no fue realizado con el pos de upay, y se remite byc
2026-03-01;2026-03-20;10847262;Consulta;No aplica / condiciones;La clienta se comunicó para reclamar un reintegro no aplicado en una carga de combustible. Tras la verificación, se le explicó que la promoción actual con Petropar indica el uso de la Red de Pagos de ueno y no la de Infonet, motivo por el cual no se generó el beneficio. La clienta manifestó una fuerte disconformidad, calificando la situación como una estafa, Se le aclaró que las bases y condiciones se actualizaron este mes y se procedió a elevar un correo formal al área de Alianzas para reportar la falta de terminales ueno en dicho comercio y la información contradictoria recibida. La clienta tomó nota de la explicación y se dio por finalizada la llamada.
2026-03-01;2026-03-20;10847576;Consulta;No aplica / condiciones;"Se comunica consultanto por la byc de gastronomia, farmacia, combustible, farmacia y petropar, si es que aplican para opción de compra en 12 cuotas sin intereses.
Se le indica que según las byc no aplican para la compra de 12 cuotas sin intereses."
2026-03-01;2026-03-20;10847608;Consulta;No aplica / condiciones;"Cliente en referencia se acerca manifestando que ya no recibió los reintegros correspondientes a las siguientes compras realizadas con su TC: 
1. Fecha: 19/03
    Monto: 150.000
    Comercio: Petropar Cnel Bogado

2. Fecha: 14/03
    Monto: 60.000
    Comercio: Petropar Cnel Bogado

Se verifican ByC y la promoción PETROPAR de marzo únicamente aplica con pos de Upay y según código ICA en  CW, al cliente le cobraron con el POS de infonet, por tal motivo no corresponde los reintegros.

Cliente comprende lo informado."
2026-03-01;2026-03-20;10847645;Consulta;Seguimiento interno;Cliente consulta por reintegro de Petropar de la fecha 10/03, le indico que no aplicaria debido a que estuvo realizando la compra con el pos de la red infonet y no upay, adjunto BYC. Cliente indica ok y agradece.
2026-03-01;2026-03-20;10847959;Consulta;No aplica / condiciones;Cliente consulta por un reintegro. Se verifica la operación y se le informa que no aplica, ya que, según las bases y condiciones vigentes, solo son elegibles las compras realizadas a través de la red POS Upay, mientras que la transacción fue realizada con Infonet. Se le orienta sobre dónde consultar las bases y condiciones y se le recomienda utilizar el POS Ueno (verde) en comercios adheridos para acceder a futuros reintegros. El cliente agradece la información y se cierra el chat recordando la encuesta de satisfacción y la disponibilidad para futuras consultas.
2026-03-01;2026-03-20;10848225;Consulta;No aplica / condiciones;"Cliente, se comunica consultando por el estado de una compra, si es que aplica para el reintegro, 
Se le informa que no aplica ya que abono con bancard."
2026-03-01;2026-03-20;10848339;Consulta;No aplica / condiciones;"➤Motivo del contacto: Cliente solicita información sobre una promoción de reintegro específica DREAM THEATER 
➤Verificación realizada: Se consultan las bases y condiciones de la promoción  “Bolsa Entretenimiento”
➤Acción tomada: Se le explican al cliente los detalles más importantes de las BYC (vigencia, topes, comercios adheridos, etc.)."
2026-03-01;2026-03-20;10848367;Consulta;No aplica / condiciones;El reintegro no aplica ya que se proceso con el pos de infonet tambien consulta sobre esta promociones
2026-03-01;2026-03-20;10848418;Consulta;No aplica / condiciones;Cliente se pone en contacto y reclama reintegro de petropar, se verifica e indica que no aplica por el MDP utilizado
2026-03-01;2026-03-20;10848454;Consulta;No aplica / condiciones;se le indica que los reintegros no corresponden
2026-03-01;2026-03-20;10849461;Consulta;No aplica / condiciones;Cliente ese contacto consultando sobre su reintegro realizado en fecha 13 de marzo por el importe de 100000 en el comercio de Petropar se le informa que no estaría aplicando ya que había hecho con el POS DE INFONET y  debería ser con el PAY
2026-03-01;2026-03-20;10849542;Consulta;No aplica / condiciones;Cliente comenta que no estuvo recibiendo el reintegro de 2 compras realizadas en Petropar. Se verifica que lo estaría realizando por medio del pos de la red infonet, por el cual se le indican actualizaciones en byc.
2026-03-01;2026-03-20;10849627;Consulta;No aplica / condiciones;Informamos monto minimo a 300 mil no accede a reintegro en bolsa de supermercado, ya no contesta mensajes ni llamadas
2026-03-01;2026-03-20;10849862;Consulta;No aplica / condiciones;Cliente en referencia se contacta consultando sobre un reintegro pendiente por una compra realizada en un supermercado en fecha 06/03/2026, se verifica las ByC, para compras realizadas en dicho comercio los pagos deben de ser realizados en POS de la red Upay, se verifica la compra desde CW y se visualiza el código de POS 001863 el cual corresponde a la red Infonet. Por lo que el mismo no aplica. Le indicamos esto al cliente, el mismo comprende, agradece y se despide.
2026-03-01;2026-03-20;10849875;Consulta;No aplica / condiciones;Cliente reclama reintegro no acreditado, se verifica que el tipo de pos que utilizo no aplica para el reintegro, se realiza contacto via llamada y se le indica al cliente.
2026-03-01;2026-03-20;10850390;Consulta;No aplica / condiciones;Cliente menciona que no se acreditó su reintegro por su compra en PETROPAR SANTA LUCIA 10/03/2026, se verifica que no aplica debido a que se abonó con el POS de la red Infonet, para aplicar al beneficio es necesario realizar el pago con UPAY, se realiza saliente y se brinda la información completa, cliente muy agradecido.
2026-03-01;2026-03-20;10850706;Consulta;No aplica / condiciones;El cliente se comunicó para reclamar el reintegro de una compra realizada en una estación de Petropar, manifestando que el beneficio no impactó en su cuenta. Tras realizar la verificación de la transacción, se detectó que el pago fue procesado a través de un POS de la red Infonet, cuando las bases y condiciones de la promoción estipulan que el pago debe realizarse exclusivamente a través del POS ueno (Upay) para que el sistema reconozca el beneficio de forma automática. Se le explicó al cliente que, al no utilizarse el canal habilitado para la promoción, el reintegro no fue generado. El cliente comprendió el error en la modalidad de pago, agradeció la aclaración y se despidió.
2026-03-01;2026-03-20;10850945;Consulta;No aplica / condiciones;Cliente consulta sobre reintegros se le indica que la misma no aplica, el motivo seria POS incorrecto, se realiza saliente con éxito, cliente comprende se procede al cierre de caso.
2026-03-01;2026-03-20;10851205;Consulta;No aplica / condiciones;Cliente llegó a tope semanal, al no contar con respuesta, cierro caso
2026-03-01;2026-03-20;10851516;Consulta;No aplica / condiciones;Cliente se contacta en referencia consultando sobre reintegro Petropar. Le indico que no aplica con el pos Infonet.
2026-03-01;2026-03-20;10851676;Consulta;No aplica / condiciones;"El cliente se contacta solicitando información sobre por qué no se están reintegrando sus compras del mes de marzo en combustible y Petropar.

Se verifica que las compras en Petropar se realizaron mediante la red bancaria Infonet, por lo que no son elegibles según las bases y condiciones vigentes. Se informa al cliente que la información se actualiza periódicamente y que debe estar atento a la misma. 

En cuanto a las compras en combustibles, se constata que ya alcanzó el tope de reintegros de las dos primeras semanas, motivo por el cual las compras posteriores no fueron reintegradas. Se recuerda al cliente que todas las bases y condiciones están disponibles en la app y en el sitio web. El cliente no presenta dudas y se concluye el caso."
2026-03-01;2026-03-20;10851780;Consulta;No aplica / condiciones;Cliente consulta el tope de compra para BOLSA DE SUPERMERCADOS, se indica información correspondiente.
2026-03-01;2026-03-20;10851958;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le indica que no corresponde debido a medio de pago utilizado.
2026-03-01;2026-03-20;10852199;Consulta;No aplica / condiciones;Cliente se comunica por promociones de faces, el cual no se le reintegro no corresponde, se le explica que el reintegro si corresponde teniendo en cuenta que el monto de compra en BYC es de 400.000 y su pago fue de 700.000 lo que corresponde al reintegro máximo de 160.000mil
2026-03-01;2026-03-20;10852314;Consulta;No aplica / condiciones;"Cliente en referencia consulta por reintegro en Petropar 
Se verifica pago se realizó en pos de la red infonet, se indica aplica con pos de la red upay"
2026-03-01;2026-03-20;10852353;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le indica que no corresponde debido a medio de pago utilizado.
2026-03-01;2026-03-20;10852425;Consulta;Reclamo / revision;Se le indica al cliente que su reclamo sigue en proceso
2026-03-01;2026-03-20;10852580;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le indica que no corresponde debido a medio de pago utilizado.
2026-03-01;2026-03-20;10852601;Consulta;No aplica / condiciones;Cliente consulta reintegros pendientes de copetrol, enex y petropar, se indica que ya fueron acreditados las de petropar, las otras dos no corresponde por tope y por pos incorrecto
2026-03-01;2026-03-20;10852787;Consulta;Reclamo / revision;"CDE II - GONZALEZ MAIDANA, MARCELO LUIS

El cliente manifiesta que en los nuevos comercios adheridos de Petropar en Ciudad del Este no se le permite realizar pagos utilizando el POS de UPAY. Señala que cuenta con grabaciones en las que los encargados de dichos locales le informan que no se realizan cobros con este sistema, alegando que supuestamente no disponen del POS de UPAY.

El cliente indica que remitirá dichas grabaciones al correo algoueno@ueno.com.py como respaldo de su reclamo. Asimismo, menciona que, según las Bases y Condiciones de la promoción Reintegro “Bolsa Petropar”, para acceder a los beneficios es requisito que el pago se efectúe exclusivamente a través del POS de UPAY."
2026-03-01;2026-03-20;10852929;Consulta;Reclamo / revision;Cliente es funcionario del Grupo Vazquez, se le informa que debe realizar el reclamo con TH.
2026-03-01;2026-03-20;10853114;Consulta;No aplica / condiciones;"Cliente consulta por el reintegro de compras realizadas en S6, Copetrol y Petropar.
Se le indica que la compra realizada en el supermercado sería menor al monto establecido en las bases y condiciones. La compra en petropar se realizó por medio del pos de la red infonet, por el cual se le indican actualizaciones en las byc. 
Y la compra en Copetrol no se encuentra adherido a la promoción."
2026-03-01;2026-03-20;10853348;Consulta;No aplica / condiciones;Se le indica que con referencia al pago según verifico fue realizado el 17/03 fue con el pos de la red infonet pero no veo que esa estación se encuentra adherida ya que me aparece como Lago yguazu, actualmente la promoción Combustible sería solo en estaciones adheridas por ese motivo no ves el ingreso del reintegro veo que Puma Energy también solo aplica con el pos de la red upay, te facilito también por si lo deseas verificar mejor con referencia a la promoción// a su vez consulta por una devolucion le mencione que es un extorno por cargos de intereses cobrados posiblemente en el mes de febrero ya que es el mismo monto de 48.770 gs, no responde chat, se realiza saliente se le informa, agradece llamada
2026-03-01;2026-03-20;10853441;Consulta;No aplica / condiciones;Indicamos que no accede al reintegro puesto que la compra fue realizada con la red Dinelco
2026-03-01;2026-03-20;10853572;Consulta;No aplica / condiciones;El cliente se contacta para consultar sobre un reintegro en petropar lo cual se verifica que no corresponde
2026-03-01;2026-03-20;10854785;Consulta;No aplica / condiciones;Cliente se contacta mencionando que no ha recibido el reintegro por compra en comercio adherido, se indica que lamentablemente no aplica ya que se realizo con la red que no corresponde, cliente comprende.
2026-03-01;2026-03-20;10855061;Consulta;No aplica / condiciones;Cliente consulta por reintegros por pagos con TC, menciono pago realizado con pos incorrecto, no aplica para bolsa petropar.
2026-03-01;2026-03-20;10855403;Consulta;No aplica / condiciones;"Cliente se contacta consultando sobre su compra realizada, indicamos que el reintegro no corresponde porque el pago fue realizado mediante la red infonet. 
Llamada saliente, finalizamos la gestión."
2026-03-01;2026-03-20;10855404;Consulta;Reclamo / revision;"15/03/2026 23:05:08	LOCAL	135168	1	CONSUMO MONEDA LOCAL	 	000000002671600-PETROPAR DEF.DEL CHA LAMBARE PRY

Cliente reclama reintegro  - se le indica que debe abonar con el POS de  UPAY y no INFONET.-"
2026-03-01;2026-03-20;10855553;Consulta;No aplica / condiciones;cliente en referencia consulta sobre su reintegro y se le indica que su metodo de pago no aplica a las byc cliente agradece y se cierra el caso
2026-03-01;2026-03-20;10855562;Consulta;No aplica / condiciones;cliente consulta por el reintegro de su compra, se corrobora que fue en super real, el comercio no se encuentra adherido a promoción.
